record_id,tweet_id,llm_polaridade,llm_marcadores_linguisticos
fnxptbr-0615,1774554670683377780,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0616,1778572855992631495,neutro,"SINAL_CERTEZA, URL_CURTA"
fnxptbr-0617,1778945763726311682,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0618,1785798999007498748,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0619,1786174616538378458,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0620,1781426407513501995,negativo,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0621,1777755005304320465,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0622,1782948440541925855,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, ESPACAMENTO_ENTRE_LETRAS, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0623,1790471775379140892,negativo,"APELO_A_AUTORIDADE, HIPERBOLE, LINK_EXTERNO, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0624,1790117822271529470,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0625,1788689680805896368,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0626,1795935996501991731,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0627,1796620178056266138,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0628,1778605002124132590,positivo,"LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0629,1792345564476330134,negativo,"CALL_TO_ACTION, CITACAO_CIENTIFICA, IRONIA_SARCASMO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0630,1787569148861595981,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0631,1798802493603754445,positivo,"APELO_A_AUTORIDADE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0632,1788940750530457730,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0633,1802850056136995248,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, USER_MENTION"
fnxptbr-0634,1805680272454619519,neutro,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0635,1808582971420533098,neutro,"APELO_A_AUTORIDADE, METAFORA, PRESENCA_DE_DATA"
fnxptbr-0636,1810787283550851386,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0637,1808908638041559157,neutro,"HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0638,1808972585675133295,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0639,1813417222078947832,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, IRONIA_SARCASMO, LINK_EXTERNO, PONTUACAO_EXCESSIVA, USO_DE_RETICENCIAS"
fnxptbr-0640,1804490241497071791,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0641,1804623275613462708,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0642,1803433810861985967,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0643,1814325509763010701,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0644,1815409000378204440,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0645,1816203013809398143,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0646,1813991601016115384,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0647,1806353224175149105,neutro,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0648,1819492882962874746,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0649,1806372732936065439,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0650,1817902153358344562,neutro,"APELO_A_AUTORIDADE, PRESENCA_DE_DATA"
fnxptbr-0651,1817015073917009943,negativo,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0652,1822454560062923054,negativo,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0653,1824871439553421411,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, USER_MENTION"
fnxptbr-0654,1817930688718422021,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CITACAO_CIENTIFICA, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0655,1818409499017044183,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0656,1819394650685268327,positivo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HASHTAG, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0657,1823563532689936403,positivo,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0658,1830927676535628185,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0659,1832143212078911795,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0660,1829265529733066898,neutro,"LINK_EXTERNO, USER_MENTION"
